"Here ends another day, during which I have had eyes, ears, hands and the great world around me. Tomorrow begins another day. Why am I allowed two? G.K.", Chesterton
"Wherever you go, no matter what the weather, always bring your own sunshine. Anthony J.", D’Angelo
Think long term. Execute short term. Appreciate the present., @TheStoicEmperor
Only those who face reality have a shot at getting peaceful and happy., Maxime Lagacé
"Be happy while you’re living, for you’re a long time dead.", Scottish proverb
"When someone else’s happiness is your happiness, that’s love.", Unknown
Happiness is holding someone in your arms and knowing you hold the whole world., Orhan Pamuk
Love is wanting someone to be happy even if it’s not with you., Shane Parrish
You are rich when you are healthy. You are poor when you are greedy. You are happy when you are loved., @orangebook_
No one can lead a happy life if he thinks only of himself and turns everything to his own purposes. You should live for the other person if you wish to live for yourself., Seneca
"You can’t make somebody else happy. You can make them breakfast, you can make them laugh, you can make them angry, but you can’t make them happy. They have to figure out how to do that for themselves.", Mel Robbins
"He who has no attachments can love others, for his love is pure and divine. And it is from those small acts of love you truly can be happy.", Bhagavad Gita
Love is what gives meaning. Meaning is what makes it worthwhile., Maxime Lagacé
How to be happy: find a few people you really care about and make them really happy., Sahil Lavingia
"Look for the good in everyone and everything, and let your love and joy radiate out to the world, every single day.", Rhonda Byrne
"He that is kind is free, though he is a slave; he that is evil is a slave, though he be a king.", Augustine of Hippo
Through meditation find happiness within. Through service spread happiness outside., Sri Sri Ravi Shankar
Good people are happy when something good happens to someone else., Dean Smith
.,"How beautiful a day can be, when kindness touches it! George Elliston (See also: kindness quotes)"
"A happy person doesn’t have to convince other people they are happy. Either you are or you’re not. And if you are, you’re not taking selfies to show people.", Shane Parrish
"If someone isn’t happy for you, it has nothing to do with you. Don’t let them get you down, because they probably aren’t happy for themselves either.", Mel Robbins
"Happy is the person who can improve others, not only when present, but even when in their thoughts.", Seneca
Feeling grateful makes us happier. Showing gratitude makes others happier., Adam Grant
Let yourself be pleasantly surprised. Don’t plan too much., @dailyzen
I care too much about my own happiness and inner peace to put in the effort of hating on someone., Ed Latimore
The key to being happy is knowing you have the power to choose what to accept and what to let go., Dodinsky
"You don’t need to be happy all the time. There is so much pressure to be happy no matter what. We all feel sad, frustrated, angry, stressed, and disappointed sometimes. Feel those feelings. Recognize their importance. And most importantly, know you’re not alone.", Mel Robbins
"Cut yourself off from the past and the future and live in the present, and your life becomes a song and a dance.", Osho
"Someone who is able to be happy even when confronted with difficulties, has the capacity to offer a sense of joy to herself and to others.", Thich Nhat Hanh
"If we are peaceful, if we are happy, we can smile and blossom like a flower, and everyone in our family, our entire society, will benefit from our peace.", Thich Nhat Hanh
"Happiness is living in the moment with joy, awareness and compassion; being free from within, feeling at home with everyone without barriers.", Sri Sri Ravi Shankar
If you can enjoy a laugh at your own expense you are sure to find humor in each day., @TheStoicEmperor
You don’t have to add anything in order to be happy; you’ve got to drop something., Anthony de Mello (See also: simplicity quotes)
You’re never so ready to forget yourself as when you are happy. Happiness releases you from self., Anthony de Mello
"When one searches for happiness, he remains tied to misery. The two are inseparable.", James Pierce
Aim for inner peace. It’s impossible to be happy all the time., Maxime Lagacé
"When the mind understands its true nature, it becomes an unceasing flow of delight.", Byron Katie
A smile is a curve that sets everything straight., Phyllis Diller
Welcome each day with a genuine smile from within., Sri Sri Ravi Shankar
Breathing and smiling is a deep practice to bring us back to the present moment., Thich Nhat Hanh
"Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.", Thich Nhat Hanh
"If in our daily life we can smile, if we can be peaceful and happy, not only we, but everyone will profit from it. This is the most basic kind of peace work.", Thich Nhat Hanh (Being Peace)
Everyone should smile. Life really isn’t that serious. We make it hard. The sun rises. The sun sets. We just tend to complicate the process., Ram Dass
A smile is happiness you will find right under your nose., Tom Wilson
It’s hard not to feel happy when you make someone smile. Roy T., Bennett
Joy is not in things; it is in us., Richard Wagner
"Figure out what fuels your joy, then do lots of that.", Bob Goff
Being happy in one’s home is better than being a chief., Nigerian proverb
"Life has been given to you to create, and to rejoice, and to celebrate.", Osho
"I don’t have a goal, because existence has no goal. It simply is, flowering, blossoming, dancing but don’t ask why. Just an overflow of energy, for no reason at all.", Osho
Being happy in one’s home is better than being a chief., Nigerian proverb
Happy people often give a lot for free., @orangebook_
Joy is your birthright. You don’t have to earn it or achieve it. You don’t have to *do* anything. It is there for you when you choose it., Justin Kan
"There is simply nothing better than to climb out onto a rock, and sit for hours with nothing in sight but sea and sky.", Alan Watts (See also: nature quotes)
"And I urge you to please notice when you are happy, and exclaim or murmur or think at some point, ‘If this isn’t nice, I don’t know what is.",’ Kurt Vonnegut
"When you feel joyful, you are giving joy, and you’ll receive back joyful experiences, joyful situations, and joyful people, wherever you go.", Rhonda Byrne
.,"How much happier is the man who owes nothing to anybody except the one he can most easily refuse, himself! Seneca"
I promise myself that I will enjoy every minute of the day that is given me to live., Thich Nhat Hanh
"As you get wiser, you’ll realize how lucky you are for everything that happens for you.", Maxime Lagacé
"The more joyful we are, the more light we shine on the world.", Gabby Bernstein
Don’t wait for things to be good to be grateful., Courtney Carver
You can become happy just by deciding to be happy., Osho
The power of finding beauty in the humblest things makes home happy and life lovely., Louisa May Alcott
Happiness is always the direct result of gratitude., @dailyzen
The happy say yes. The successful say no. The peaceful do their duty. The wise smile., Maxime Lagacé
Find enjoyment in simple things first. Be grateful. Anything extra is a bonus., @dailyzen
There are many more ordinary hours in life than extraordinary ones. We wait in line at the supermarket. We spend hours commuting to work. We water our plants and feed our pets. Happiness means finding a moment of joy in those ordinary hours., Haemin Sunim
"Drink your tea slowly and reverently, as if it is the axis on which the world earth revolves slowly, evenly, without rushing toward the future.", Thich Nhat Hanh
"While you are walking, smile and be in the here and now, and you will transform that place into paradise.", Thich Nhat Hanh
You have to be able to cultivate an attitude to life where you’re not trying to get anything out of it. You pick up a pebble on the beach and look at it: beautiful! Don’t try and get a sermon out of it. Sermons in stones and God in everything be damned. Just enjoy it., Alan Watts
"No matter how insignificant or small it might seem, each day make sure to do something that is your idea of bliss.", Rhonda Byrne
"When you are grateful, you’re happy, and you become a magnet to happy people, happy situations, and magical circumstances wherever you go.", Rhonda Byrne
"Be happy. Not because everything is good, but because you can see the good in everything.", Trevor Noah
Most things that make you happy don’t cost much., Thibaut
"Craziness is good. Crazy people are happy, free, they have no hindrance. But since you have many attachments, you are only a little crazy. This is not crazy enough. You must become completely crazy. Then you will understand.", Seungsahn
