"Fear is a mile high, a mile wide, and paper thin.", Unknown (Submitted by the Wisdom Quotes Community)
Fear is a lie., Unknown
Fear does not stop death. It stops life., Vi Keeland
I’m intimidated by the fear of being average., Taylor Swift
Do what you fear and fear disappears., David Joseph Schwartz
Shatter all your fear., Robin Sharma
Anxiety is the dizziness of freedom., Søren Kierkegaard
Fear is not the natural state of civilized people., Aung San Suu Kyi
Don’t let your heart be colonized by fear., Jack Kornfield
"Of all the hazards, fear is the worst.", Sam Snead (Professional golfer)
Fear kills growth., Gary Vaynerchuk
Always do what you’re afraid to do. E., Lockhart 
Laughter is poison to fear. George R.R., Martin (Game Of Thrones)
Fear cuts deeper than swords. George R.R., Martin (Game Of Thrones)
Scared is what you’re feeling. Brave is what you’re doing., Emma Donoghue
How very little can be done under the spirit of fear., Florence Nightingale
"Don’t fear, just live right. Neal A.", Maxwell
Only when we accept fear will we have freedom., Shane Parrish
Inaction breeds doubt and fear. Action breeds confidence and courage., Dale Carnegie 
Action eliminates fear. Headphone up and get shit done., Tom Bilyeu (See also: motivational quotes)
Your choices define you. Don’t let fear be your definition., Tom Bilyeu
You become wealthy when you stop trying to look rich. You become educated when you stop trying to look smart. You become calm when you stop trying to look busy., Maxime Lagacé
"Focus on where you want to go, not on what you fear.", Tony Robbins
"It’s okay to be a little afraid, it just means you’re about to learn something.", Thibaut
Run from what’s comfortable. Forget safety. Live where you fear to live. Destroy your reputation. Be notorious. I have tried prudent planning long enough. From now on I’ll be mad., Rumi
I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear., Frank Herbert
"You gotta act. And you’ve gotta be willing to fail, you gotta be ready to crash and burn, with people on the phone, with starting a company, with whatever. If you’re afraid of failing, you won’t get very far.", Steve Jobs
Feel the fear and do it anyway., Susan Jeffers
"Be not afraid of anything. You will do marvelous work. The moment you fear, you are nobody. Be a hero. Always say, ‘I have no fear’.", Swami Vivekananda
"Face your fears, pursue your ambitions, and become the hero you are destined to be.", Josh Kaufman
"Two elements must therefore be rooted out once for all, – the fear of future suffering, and the recollection of past suffering; since the latter no longer concerns me, and the former concerns me not yet.", Seneca
"Confidence comes from being vulnerable, not by shielding yourself. It is a function of exposure. The more you are exposed to challenges, the more you grow. To grow in confidence, you must first be open to embarrassment. Get your feet wet, there is no other way.", @TheAncientSage
"Be at one with your fate and give your actions the weight of eternity. Stop wishing for something else to happen, for a different fate. That is to live a false life.", Robert Greene
"My formula for greatness in a human being is amor fati: that one wants nothing to be different, not forward, not backward, not in all eternity. Not merely bear what is necessary, still less conceal it… but love it.", Friedrich Nietzsche (More about “amor fati” or “love of fate” in this YouTube video)
"The beautiful thing about fear is, when you run to it, it runs away.", Robin Sharma
Being aware of your fear is smart. Overcoming it is the mark of a successful person., Seth Godin
"It’s not a terrible thing that we feel fear when faced with the unknown. It is part of being alive, something we all share.", Pema Chödrön
"Fear is your friend. It is an indicator. Sometimes it shows you what you shouldn’t do, more often than not it shows you what you should do.", Tim Ferriss
"Sometimes, what we fear the most is what we most need to do.", Tim Ferriss
"When I hear music, I fear no danger. I am invulnerable. I see no foe. I am related to the earliest times, and to the latest.", Henry David Thoreau
Run after your fears. Chase them. Make them shake. And dread the day you gained enough confidence to realize they were full of shit., Thibaut
"You don’t need it all figured out. The more you think you do, the more you’ll procrastinate and fear moving forward. Have courage and start now, even if you start small.", Thibaut
Don’t fear. Prepare. Don’t fear. Learn. Don’t fear. Build. Don’t fear. Endure., @TheStoicEmperor
All the power is within you; you can do anything and everything., Swami Vivekananda 
It’s believing in our dreams and facing our fears head on that allows us to live our lives beyond limits., Amy Purdy
Death is not the biggest fear we have; our biggest fear is taking the risk to be alive – the risk to be alive and express what we really are., Don Miguel Ruiz
Don’t be afraid of your fears. They’re not there to scare you. They’re there to let you know that something is worth it. C. JoyBell C.,
Your largest fear carries your greatest growth., Unknown
Fear is a pointer to your next adventure., Unknown
"Don’t give in to your fears. If you do, you won’t be able to talk to your heart.", Paulo Coelho
If you’re are paralyzed with fear it’s a good sign. It shows you what you have to do., Steven Pressfield
The day which we fear as our last is but the birthday of eternity., Seneca
"A lot of people are afraid of heights. Not me, I’m afraid of widths.", Steven Wright 
Fear has two meanings: Forget Everything And Run or Face Everything And Rise. The choice is yours., Zig Ziglar
Only priests and fools are fearless and I’ve never been on the best of terms with God., Patrick Rothfuss
"I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.", Mark Twain
"What I came to realize is that fear, that’s the worst of it. That’s the real enemy. So, get up, get out in the real world and you kick that bastard as hard as you can right in the teeth.", Walter White (Breaking Bad)
"Fear grows in darkness; if you think there’s a bogeyman around, turn on the light.", Dorothy Thompson
"I’m not afraid to look like a big, hairy, smelly, foreign devil in Tokyo, though I do my best not to, I really do.", Anthony Bourdain
The dogs with the loudest bark are the ones that are most afraid., Norman Reedus
You can judge your age by the amount of pain you feel when you come in contact with a new idea. Pearl S., Buck
I’m not afraid of death; I just don’t want to be there when it happens., Woody Allen 
If I had just a little bit of wisdom I should walk the great path and fear only straying from it., Lao Tzu
"You act like mortals in all that you fear, and like immortals in all that you desire.", Seneca 
"You’re subject to sorrow, fear, jealousy, anger and inconsistency. That’s the real reason you should admit that you are not wise.", Marcus Aurelius
Fear makes us feel our humanity., Benjamin Disraeli
The only thing you care about when you’re afraid is results. The only thing you care about when you’re calm is doing the right thing., Maxime Lagacé
A hope hides a fear — a fear hides a hope., Unknown
The ego is antifragile. When attacked it inflates to protect itself., Michael
Die in your thoughts every morning and you will no longer fear death., Yamamoto Tsunetomo (Hagakure)
"The universe is made up of experiences that are designed to burn out our reactivity, which is our attachment, our clinging, to pain, to pleasure, to fear, to all of it.", Ram Dass
"Where there is fear there is obviously no freedom, and without freedom there is no love at all.", Jiddu Krishnamurti
"Show me a man who isn’t a slave; one who is a slave to sex, another to money, another to ambition; all are slaves to hope or fear.", Seneca
All humans are afraid of the negative feelings that will arrive from situations., Kapil Gupta
Everyone is afraid of something. We fear things because we value them. We fear losing people because we love them. We fear dying because we value being alive. Don’t wish you didn’t fear anything. All that would mean is that you didn’t feel anything., Cassandra Clare
.,"How frequently do your thoughts include fear, judgment or simply justify your point of view? Jack Kornfield"
"Do not be lured by the need to be liked: better to be respected, even feared.", Robert Greene (33 Strategies Of War)
"The world is full of men who despise you, fear your ambition, and jealously guard their shrinking realms of power.", Robert Greene
Experience teaches us that silence terrifies people the most., Bob Dylan
Fear is the cheapest room in the house. I’d like to see you in better living conditions., Hafiz 
"It is better to be feared than loved, if you cannot be both.", Niccolo Machiavelli
"What you really fear is inside yourself. You fear your own power. You fear your anger, the drive to do great or terrible things.", Ra’s Al Ghul (Batman)
"I am afraid. Not of life, or death, or nothingness, but of wasting it as if I had never been.", Daniel Keyes
There are two kinds of future concern: desire and fear. They together create a perfect hell., @TheAncientSage
"Collective fear stimulates herd instinct, and tends to produce ferocity toward those who are not regarded as members of the herd.", Bertrand Russell
"You must understand fear so you can manipulate it. Fear is like fire. You can make it work for you: it can warm you in the winter, cook your food when you’re hungry, give you light when you are in the dark, and produce energy. Let it go out of control and it can hurt you, even kill you.", Cus D’Amato
"Fear is death, fear is sin, fear is hell, fear is unrighteousness, and fear is wrong life. All the negative thoughts and ideas that are in the world have proceeded from this evil spirit of fear.", Swami Vivekananda
"Never turn your back on fear. It should always be in front of you, like a thing that might have to be killed. Hunter S.", Thompson
"I am all in a sea of wonders. I doubt; I fear; I think strange things, which I dare not confess to my own soul.", Bram Stoker (Dracula)
I was set free because my greatest fear has been realised and I was still alive. J.K., Rowling
We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light., Plato
Men go to far greater lengths to avoid what they fear than to obtain what they desire., Dan Brown
Fear is a phoenix. You can watch it burn a thousand times and still it will return., Leigh Bardugo
Don’t move the way fear makes you move., Rumi
Danger is very real. But fear is a choice., Will Smith 
It often requires more courage to dare to do right than to fear to do wrong., Abraham Lincoln
Being brave doesn’t mean you aren’t scared. You can be scared and be brave at the same time., Preethi Kasireddy
"Choose hard, not easy. Choose creating, not consuming. Choose focus, not distractions. Choose love, not fear.", Maxime Lagacé
"Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric.", Bertrand Russell
.,How does it help… to make troubles heavier by bemoaning them? Seneca
"People are disturbed not by things, but by the view they take of them.", Epictetus
To understand your fear is the beginning of really seeing., Bruce Lee
Every time you choose safety you reinforce fear., illacertus
Indifference is a misguided way of defending ourselves., Jack Kornfield
Understand your fears. Face your fears. Laugh at your fears. This is the sequence to self-ownership., Adrian Iliopoulos
Scared and sacred are spelled with the same letters. Awful proceeds from the same root word as awesome. Terrify and terrific. Every negative experience holds the seed of transformation., Alan Cohen
"Giving in to anger, fear and suspicion disturbs our minds and our physical well-being, whereas trust and friendship are the basis of society.", Dalai Lama
"The only way to ease our fear and be truly happy is to acknowledge our fear and look deeply at its source. Instead of trying to escape from our fear, we can invite it up to our awareness and look at it clearly and deeply.", Thich Nhat Hạnh
"When you have success, be extra wary. When you are angry, take no action. When you are fearful, know you are going to exaggerate the dangers you face.", Robert Greene
Fear will make you overestimate the enemy and act too defensively., Robert Greene (33 Strategies Of War)
It’s not fear that gets in our way. We’re all afraid. It’s how we self-protect that moves us away from our integrity., Brené Brown
"Life is only that which you live on your own terms. Only that is your life; the rest is not yours. If you are being dictated by others or meekly following them out of fear, you are wasting your only chance at life.", @TheAncientSage
Remember: the only enemy you need to fear is your own self – your lack of awareness and loss of control., @TheAncientSage
"Hecato says, ‘cease to hope and you will cease to fear.’… The primary cause of both these ills is that instead of adapting ourselves to present circumstances we send out thoughts too far ahead.", Seneca
"Typically, people don’t overcome their fears because the fears are nebulous and undefined.", Tim Ferriss
"If the challenge we face doesn’t scare us, then it’s probably not that important.", Tim Ferriss
"If you know the enemy and know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory you will also suffer a defeat. If you know neither the enemy nor yourself you will succumb in every battle.", Sun Tzu
Decide that you want it more than you are afraid of it., Unknown
Fear is only as deep as the mind allows., Japanese proverb
Worry gives a small thing a big shadow., Swedish proverb 
Fear the man of one book., German proverb
A cat bitten once by a snake dreads even rope., Arab proverb
Fear makes the wolf bigger than he is., German proverb
Don’t fear moving forward slowly. Fear standing still., Chinese proverb
The best way to overcome fear is to face with equanimity the situation of which one is afraid. B.K.S., Iyengar
The presence of fear does not mean you have no faith. Fear visits everyone. But make your fear a visitor and not a resident., Max Lucado
.,"If you look into your own heart, and you find nothing wrong there, what is there to worry about? What is there to fear? Confucius"
"I am not afraid of tomorrow, for I have seen yesterday and I love today.", William Allen White
Be scared. You can’t help that. But don’t be afraid., William Faulkner
To conquer fear is the beginning of wisdom., Bertrand Russell
"The more you fail, the less you’re afraid of it.", Gary Vaynerchuk 
I failed my way to success. Thomas A., Edison
Everything I’ve ever done was out of fear of being mediocre., Chet Atkins
"When you get rid of your fear of failure, your tensions about succeeding… you can be yourself. Relaxed. You’ll no longer be driving with your brakes on.", Anthony de Mello
Losers crave looking good. Winners crave learning., Maxime Lagacé
The greatest mistake you can make in life is to continually be afraid you will make one., Elbert Hubbard
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness., Oprah Winfrey
"If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.", Marcus Aurelius
The only real stumbling block is fear of failure. In cooking you’ve got to have a ‘What the hell?’ attitude., Julia Child
Don’t fear failure. That shit is powerful. Fear mediocrity. That will waste your entire life., Tom Bilyeu
You can’t live in fear of embarrassment – it has far too much to teach you. There is so much power in being the person that can sit in their embarrassment and figure out what went wrong and how to grow from it., Tom Bilyeu
"The more worldly success you have, the more your ego gets built up. The more fearful you might be of losing it all.", Naval Ravikant
Power does not corrupt. Fear corrupts… perhaps the fear of a loss of power., John Steinbeck
"Don’t be afraid to fail. Don’t waste energy trying to cover up failure. Learn from your failures and go on to the next challenge. It’s OK to fail. If you’re not failing, you’re not growing.", Anne Sullivan
"There are so many doors to be opened, and I’m not afraid to look behind them.", Elizabeth Taylor 
"Most people, after one success, are so cringingly afraid of doing less well that they rub all the edge off their subsequent work.", Beatrix Potter
Most peak experiences are behind discomfort gates. A society unable to handle discomfort is an impoverished one., Michael
"Your fears of the consequences of a bold action are way out of proportion to reality, and in fact the consequences of timidity are worse.", Robert Greene
"Now is the time to stop drifting and wake up — to assess yourself, the people around you, and the direction in which you are headed in as cold and brutal a light as possible. Without fear.", Robert Greene
Too many of us are not living our dreams because we are living our fears., Les Brown
Fears are nothing more than a state of mind., Napoleon Hill
"Failure is a judgment, an opinion. It stems from your fears, which can be eliminated by love – love for yourself, love for what you do, love for others, and love for your planet.", Wayne Dyer
Don’t let the fear of losing be greater than the excitement of winning. Robert T., Kiyosaki
"Our doubts are traitors and make us lose the good we often might win, by fearing to attempt.", Jane Addams
"The moment we begin to fear the opinions of others and hesitate to tell the truth that is in us, and from motives of policy are silent when we should speak, the divine floods of light and life no longer flow into our souls.", Elizabeth Cady Stanton
You are born with only two fears: fear of falling and fear of loud noise. All the rest is learned., And it’s a lot of work! Richard Bandler
"Don’t permit fear of failure to prevent effort. We are all imperfect and will fail on occasions, but fear of failure is the greatest failure of all.", John Wooden
"Obstacles don’t have to stop you. If you run into a wall, don’t turn around and give up. Figure out how to climb it, go through it, or work around it.", Michael Jordan
Many fear judgement more than failure., @TheStoicEmperor
Fear is a manipulative emotion that can trick us into living a boring life., Donald Miller
"Fear comes in two packages: fear of failure, and sometimes, fear of success.", Tom Kite
"He who fears he shall suffer, already suffers what he fears.", Michel de Montaigne
Without failure there is no achievement. John C., Maxwell
People living deeply have no fear of death., Anais Nin 
"I cannot escape death, but at least I can escape the fear of it.", Epictetus
"Death and pain are not frightening, it’s the fear of pain and death we need to fear.", Epictetus
"The more I remind myself it will end one day, the more I live in the moment, the more peaceful I become.", Maxime Lagacé
"Wherever you are afraid, try to explore, and you will find death hiding somewhere behind. All fear is of death. Death is the only fear source.", Osho
"Why should I fear death? If I am, then death is not. If Death is, then I am not.", Why should I fear that which can only exist when I do not? Epicurus
"I’m not afraid of death anymore. And I think a lot of the struggle that we have in life comes from a deep, deep fear of death. And it can take form in many ways. One can be that we want to write the great American novel, or we really want to achieve something in this world, we want to build something, we want to build a great piece of technology or we want to start an amazing business or we want to run for office and make a difference.", Naval Ravikant
All fears are children of the fear of death., Naval Ravikant
"It’s not that we fear death, it’s that we fear not living the life we want.", Naval Ravikant
"All men fear death. It’s a natural fear that consumes us all. We fear death because we feel that we haven’t loved well enough or loved at all, which ultimately are one and the same.", Woody Allen
"To fear death, gentlemen, is no other than to think oneself wise when one is not, to think one knows what one does not know. No one knows whether death may not be the greatest of all blessings for a man, yet men fear it as if they knew that it is the greatest of evils.", Socrates
"People fear death even more than pain. It’s strange that they fear death. Life hurts a lot more than death. At the point of death, the pain is over.", Jim Morrison
"I know it is coming, and I do not fear it, because I believe there is nothing on the other side of death to fear. I hope to be spared as much pain as possible on the approach path. I was perfectly content before I was born, and I think of death as the same state.", Roger Ebert
He is terribly afraid of dying because he hasn’t yet lived., Franz Kafka
Live your life that the fear of death can never enter your heart., Tecumseh 
"Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, Who am I to be brilliant, gorgeous, talented, and fabulous? Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people will not feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It is not just in some of us; it is in everyone and as we let our own light shine, we unconsciously give others permission to do the same. As we are liberated from our own fear, our presence automatically liberates others.", Marianne Williamson 
"I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past, I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.", Bene Gesserit
